longitude,latitude,country,id,income_mean,income_mdn,income_rtn,incquintile
-5.9124,54.5724,NIR,95GG38S2,,0,761,5
-5.9098,54.5692,NIR,95GG38S3,,0,883,5
-5.9278,54.5955,NIR,95GG39S1,,0,464,3
-5.9292,54.5907,NIR,95GG39S2,,0,438,3
-5.9427,54.5890,NIR,95GG39S3,,0,127,1
-5.9557,54.6025,NIR,95GG40S1,,0,49,1
-5.9420,54.6045,NIR,95GG40S2,,0,115,1
-5.8316,54.6071,NIR,95GG41S1,,0,821,5
-5.8430,54.5987,NIR,95GG41S2,,0,876,5
-5.8558,54.5986,NIR,95GG41S3,,0,879,5
-5.9384,54.5640,NIR,95GG42S1,,0,832,5
-5.9401,54.5758,NIR,95GG42S2,,0,890,5
-5.9375,54.5738,NIR,95GG42S3,,0,789,5
-5.9348,54.5700,NIR,95GG42S4,,0,808,5
-5.8735,54.6219,NIR,95GG43S1,,0,690,4
-5.8775,54.6059,NIR,95GG43S2,,0,709,4
-5.8813,54.6034,NIR,95GG43S3,,0,633,4
-5.8988,54.5941,NIR,95GG44S1,,0,282,2
-5.8962,54.5901,NIR,95GG44S2,,0,145,1
-5.9636,54.5481,NIR,95GG45S1,,0,866,5
-5.9705,54.5583,NIR,95GG45S2,,0,477,3
-5.9738,54.5548,NIR,95GG45S3,,0,735,5
-6.0000,54.5929,NIR,95GG46S1,,0,538,4
-5.9855,54.5980,NIR,95GG46S2,,0,605,4
-5.9883,54.5904,NIR,95GG46S3,,0,442,3
-5.9399,54.6122,NIR,95GG47S1,,0,89,1
-5.9455,54.6170,NIR,95GG47S2,,0,23,1
-5.9395,54.6200,NIR,95GG47S3,,0,133,1
-5.9719,54.5913,NIR,95GG48S1,,0,132,1
-5.9769,54.5949,NIR,95GG48S2,,0,306,2
-5.9835,54.5946,NIR,95GG48S3,,0,322,2
-5.9486,54.5769,NIR,95GG49S1,,0,802,5
-5.9464,54.5800,NIR,95GG49S2,,0,788,5
-5.9499,54.5824,NIR,95GG49S3,,0,342,2
-5.9471,54.5849,NIR,95GG49S4,,0,693,4
-5.9032,54.5874,NIR,95GG50S1,,0,204,2
-5.9090,54.5920,NIR,95GG50S2,,0,265,2
-5.9093,54.5901,NIR,95GG50S3,,0,160,1
-5.9635,54.6045,NIR,95GG51S1,,0,7,1
-5.9631,54.6086,NIR,95GG51S2,,0,27,1
-5.9615,54.6113,NIR,95GG51S3,,0,12,1
-5.7080,54.7638,NIR,95HH01W1,,0,606,4
-5.7917,54.7283,NIR,95HH02S1,,0,805,5
-5.7940,54.7362,NIR,95HH02S2,,0,741,5
-5.7840,54.7248,NIR,95HH03W1,,0,817,5
-5.8269,54.7269,NIR,95HH04S1,,0,861,5
-5.8191,54.7296,NIR,95HH04S2,,0,889,5
-5.8221,54.7205,NIR,95HH05W1,,0,448,3
-5.7803,54.7526,NIR,95HH06S1,,0,767,5
-5.7796,54.7335,NIR,95HH06S2,,0,544,4
-5.8712,54.6963,NIR,95HH07W1,,0,298,2
-5.8525,54.7030,NIR,95HH08W1,,0,812,5
-5.8128,54.7140,NIR,95HH09W1,,0,435,3
-5.8745,54.7060,NIR,95HH10W1,,0,862,5
-5.8054,54.7251,NIR,95HH11W1,,0,553,4
-5.8106,54.7337,NIR,95HH12W1,,0,718,5
-5.8160,54.7236,NIR,95HH13W1,,0,50,1
-5.8114,54.7207,NIR,95HH14W1,,0,454,3
-5.7988,54.7288,NIR,95HH15W1,,0,687,4
-5.7298,54.7533,NIR,95HH16W1,,0,678,4
-5.8605,54.7441,NIR,95HH17W1,,0,529,3
-5.8076,54.5853,NIR,95II01S1,,0,720,5
-5.8141,54.5717,NIR,95II01S2,,0,822,5
-5.9140,54.5414,NIR,95II02S1,,0,859,5
-5.9245,54.5528,NIR,95II02S2,,0,816,5
-5.9264,54.5479,NIR,95II02S3,,0,694,4
-5.8889,54.5483,NIR,95II03S1,,0,872,5
-5.8973,54.5539,NIR,95II03S2,,0,880,5
-5.7810,54.5977,NIR,95II04S1,,0,869,5
-5.7838,54.5913,NIR,95II04S2,,0,561,4
-5.8881,54.5341,NIR,95II05S1,,0,843,5
-5.8858,54.5133,NIR,95II05S2,,0,732,5
-5.9048,54.5230,NIR,95II06S1,,0,863,5
-5.9000,54.5749,NIR,95II07W1,,0,666,4
-5.8925,54.5752,NIR,95II08W1,,0,703,4
-5.8069,54.6032,NIR,95II09S1,,0,768,5
-5.8024,54.5984,NIR,95II09S2,,0,844,5
-5.7932,54.5867,NIR,95II10W1,,0,629,4
-5.8984,54.5608,NIR,95II11W1,,0,886,5
-5.8408,54.5857,NIR,95II12W1,,0,878,5
-5.8000,54.5920,NIR,95II13W1,,0,428,3
-5.8845,54.5688,NIR,95II14W1,,0,836,5
-5.8974,54.5451,NIR,95II15S1,,0,852,5
-5.9038,54.5514,NIR,95II15S2,,0,771,5
-5.8818,54.5783,NIR,95II16W1,,0,871,5
-5.8683,54.5742,NIR,95II17W1,,0,697,4
-5.9408,54.5496,NIR,95II18W1,,0,698,4
-5.8601,54.5188,NIR,95II19S1,,0,800,5
-5.8307,54.5479,NIR,95II19S2,,0,829,5
-5.9164,54.5592,NIR,95II20W1,,0,827,5
-5.8305,54.5877,NIR,95II21W1,,0,433,3
-5.8526,54.5717,NIR,95II22W1,,0,622,4
-5.9004,54.5697,NIR,95II23W1,,0,834,5
-6.6177,55.0277,NIR,95JJ01W1,,0,362,3
-6.6848,55.1904,NIR,95JJ02W1,,0,124,1
-6.6611,55.1498,NIR,95JJ03S1,,0,6,1
-6.6585,55.1447,NIR,95JJ03S2,,0,176,1
-6.8195,55.1423,NIR,95JJ04S1,,0,187,2
-6.7755,55.1580,NIR,95JJ04S2,,0,175,1
-6.6645,55.1330,NIR,95JJ05W1,,0,106,1
-6.6871,55.1273,NIR,95JJ06W1,,0,200,2
-6.6508,55.1374,NIR,95JJ07W1,,0,142,1
-6.6238,55.1399,NIR,95JJ08S1,,0,405,3
-6.6922,55.1710,NIR,95JJ08S2,,0,659,4
-6.5676,55.1732,NIR,95JJ09W1,,0,326,2
-6.6451,55.1897,NIR,95JJ11S1,,0,486,3
-6.6529,55.1927,NIR,95JJ11S2,,0,317,2
-6.6375,55.1150,NIR,95JJ13S1,,0,294,2
-6.6509,55.1135,NIR,95JJ13S2,,0,409,3
-6.7438,55.1076,NIR,95JJ14W1,,0,339,2
-6.6603,55.1240,NIR,95JJ15W1,,0,354,2
-6.7160,55.1827,NIR,95JJ16W1,,0,170,1
-6.7362,55.0235,NIR,95JJ17W1,,0,177,1
-6.6349,55.2011,NIR,95JJ18W1,,0,32,1
-6.7353,55.1689,NIR,95JJ19S1,,0,825,5
-6.7112,55.1765,NIR,95JJ19S2,,0,823,5
-6.6763,55.1117,NIR,95JJ20S1,,0,327,2
-6.6875,55.1208,NIR,95JJ20S2,,0,494,3
-6.6736,55.1484,NIR,95JJ21W1,,0,383,3
-6.6866,55.1369,NIR,95JJ22W1,,0,416,3
-7.2824,54.9780,NIR,95MM01S1,,0,199,2
-7.2852,54.9870,NIR,95MM01S2,,0,236,2
-7.2673,54.9794,NIR,95MM01S3,,0,350,2
-7.3012,55.0208,NIR,95MM02S1,,0,596,4
-7.2918,55.0302,NIR,95MM02S2,,0,667,4
-7.3364,54.9994,NIR,95MM04W1,,0,429,3
-7.3340,54.9907,NIR,95MM05W1,,0,18,1
-7.3288,55.0225,NIR,95MM06S1,,0,422,3
-7.3180,55.0246,NIR,95MM06S2,,0,94,1
-7.2917,55.0041,NIR,95MM07W1,,0,425,3
-7.3068,54.9858,NIR,95MM08S1,,0,45,1
-7.2960,54.9825,NIR,95MM08S2,,0,731,5
-7.1632,54.9578,NIR,95MM09S2,,0,316,2
-7.3504,54.9962,NIR,95MM10S1,,0,20,1
-7.3460,55.0004,NIR,95MM10S2,,0,58,1
-7.3472,54.9913,NIR,95MM11W1,,0,54,1
-7.3769,54.9912,NIR,95MM12S1,,0,85,1
-7.3521,55.0188,NIR,95MM12S2,,0,15,1
-7.3523,55.0130,NIR,95MM12S3,,0,129,1
-7.2625,55.0558,NIR,95MM13S1,,0,814,5
-7.3186,55.0306,NIR,95MM13S2,,0,42,1
-7.3121,55.0333,NIR,95MM13S3,,0,421,3
-7.3014,55.0429,NIR,95MM13S4,,0,308,2
-7.2772,55.0437,NIR,95MM13S5,,0,610,4
-7.3092,55.0016,NIR,95MM14S1,,0,413,3
-7.3077,54.9951,NIR,95MM14S2,,0,24,1
-7.1931,55.0384,NIR,95MM15S1,,0,310,2
-7.1636,55.0146,NIR,95MM15S2,,0,510,3
-7.2578,55.0353,NIR,95MM16S1,,0,119,1
-7.2463,55.0055,NIR,95MM16S2,,0,585,4
-7.3405,55.0122,NIR,95MM17S1,,0,742,5
-7.3353,55.0086,NIR,95MM17S2,,0,366,3
-7.2983,54.9444,NIR,95MM18S1,,0,419,3
-7.3094,54.9607,NIR,95MM18S2,,0,604,4
-7.2848,54.9944,NIR,95MM19S1,,0,764,5
-7.2818,54.9992,NIR,95MM19S2,,0,420,3
-7.2940,54.9974,NIR,95MM20S1,,0,391,3
-7.2952,54.9922,NIR,95MM20S2,,0,449,3
-7.3610,54.9582,NIR,95MM21S1,,0,270,2
-7.3434,54.9689,NIR,95MM21S2,,0,750,5
-7.3211,55.0143,NIR,95MM22S1,,0,513,3
-7.3064,55.0150,NIR,95MM22S2,,0,835,5
-7.3312,55.0046,NIR,95MM23W1,,0,51,1
-7.3110,55.0270,NIR,95MM24W1,,0,174,1
-7.3255,55.0271,NIR,95MM25S1,,0,65,1
-7.3305,55.0294,NIR,95MM25S2,,0,16,1
-7.3411,55.0402,NIR,95MM25S3,,0,40,1
-7.3397,55.0296,NIR,95MM25S4,,0,254,2
-7.3449,55.0190,NIR,95MM26S1,,0,157,1
-7.3386,55.0200,NIR,95MM26S2,,0,804,5
-7.3227,55.0015,NIR,95MM27S1,,0,10,1
-7.3193,55.0089,NIR,95MM27S2,,0,345,2
-7.3233,54.9916,NIR,95MM28W1,,0,11,1
-7.3152,54.9878,NIR,95MM29W1,,0,149,1
-7.3332,54.9964,NIR,95MM30W1,,0,43,1
-5.6203,54.2591,NIR,95NN01S1,,0,285,2
-5.6127,54.2947,NIR,95NN01S2,,0,302,2
-5.6957,54.3313,NIR,95NN02W1,,0,710,4
-5.6969,54.3179,NIR,95NN04W1,,0,315,2
-5.9439,54.2545,NIR,95NN06S1,,0,580,4
-5.9447,54.2923,NIR,95NN06S2,,0,427,3
-5.7173,54.3159,NIR,95NN07S1,,0,546,4
-5.7256,54.3154,NIR,95NN07S2,,0,108,1
-5.7076,54.3884,NIR,95NN08S1,,0,649,4
-5.7460,54.3673,NIR,95NN08S2,,0,551,4
-5.7514,54.4436,NIR,95NN09S1,,0,652,4
-5.6861,54.4270,NIR,95NN09S2,,0,443,3
-5.9100,54.1945,NIR,95NN10S1,,0,673,4
-5.9007,54.2109,NIR,95NN10S2,,0,462,3
-5.8483,54.3586,NIR,95NN11S1,,0,436,3
-5.8209,54.3716,NIR,95NN11S2,,0,476,3
-5.8817,54.2690,NIR,95NN12W1,,0,182,2
-5.9150,54.3569,NIR,95NN13W1,,0,623,4
-5.6743,54.2741,NIR,95NN14S1,,0,186,2
-5.7576,54.2626,NIR,95NN14S2,,0,238,2
-5.6616,54.3981,NIR,95NN15W1,,0,349,2
-5.8737,54.4351,NIR,95NN16S1,,0,559,4
-5.8030,54.4153,NIR,95NN16S2,,0,612,4
-5.8757,54.2364,NIR,95NN17W1,,0,112,1
-5.7299,54.3429,NIR,95NN18S1,,0,401,3
-5.6993,54.3496,NIR,95NN18S2,,0,875,5
-5.8388,54.4729,NIR,95NN19S2,,0,545,4
-5.8144,54.3113,NIR,95NN20W1,,0,411,3
-5.8983,54.2180,NIR,95NN21W1,,0,241,2
-5.6094,54.3433,NIR,95NN22W1,,0,576,4
-6.0049,54.2189,NIR,95NN23S1,,0,453,3
-5.9292,54.2290,NIR,95NN23S2,,0,192,2
-7.9962,54.4117,NIR,95PP02W1,,0,128,1
-7.8537,54.5305,NIR,95PP03W1,,0,37,1
-5.8347,54.8528,NIR,95QQ01W1,,0,212,2
-5.7808,54.7920,NIR,95QQ02W1,,0,615,4
-5.8424,54.8596,NIR,95QQ03W1,,0,70,1
-5.8170,54.8665,NIR,95QQ04W1,,0,512,3
-5.8540,54.8837,NIR,95QQ05W1,,0,660,4
-6.0201,54.9919,NIR,95QQ06W1,,0,469,3
-5.8205,54.8491,NIR,95QQ07W1,,0,280,2
-5.8372,54.8600,NIR,95QQ08W1,,0,515,3
-5.8267,54.8597,NIR,95QQ09W1,,0,700,4
-5.9523,54.9058,NIR,95QQ10W1,,0,288,2
-5.8542,54.8094,NIR,95QQ11W1,,0,379,3
-5.8052,54.8514,NIR,95QQ12W1,,0,532,3
-5.7293,54.8192,NIR,95QQ13W1,,0,614,4
-5.8529,54.8508,NIR,95QQ14S1,,0,707,4
-5.9392,54.8170,NIR,95QQ14S2,,0,488,3
-5.8172,54.8575,NIR,95QQ15W1,,0,206,2
-6.9179,55.0379,NIR,95RR01S1,,0,184,2
-6.8744,55.0699,NIR,95RR01S2,,0,498,3
-6.9912,55.0457,NIR,95RR02W1,,0,259,2
-6.9494,55.0404,NIR,95RR03W1,,0,60,1
-6.9330,55.0397,NIR,95RR05S1,,0,681,4
-6.9356,55.0439,NIR,95RR05S2,,0,189,2
-6.9918,54.8875,NIR,95RR06W1,,0,53,1
-6.8725,55.0054,NIR,95RR07W1,,0,323,2
-7.0467,55.0048,NIR,95RR08W1,,0,352,2
-7.1154,55.0305,NIR,95RR09S1,,0,256,2
-7.0428,55.0438,NIR,95RR09S2,,0,140,1
-6.9428,55.0424,NIR,95RR10W1,,0,33,1
-6.9373,55.1262,NIR,95RR11W1,,0,598,4
-6.9373,55.0498,NIR,95RR12W1,,0,380,3
-6.9482,55.0529,NIR,95RR13W1,,0,347,2
-6.9671,54.9674,NIR,95RR14W1,,0,57,1
-6.0486,54.5798,NIR,95SS06S1,,0,378,3
-6.0329,54.5565,NIR,95SS06S2,,0,135,1
-6.0263,54.5606,NIR,95SS06S3,,0,120,1
-6.0294,54.5419,NIR,95SS07S3,,0,578,4
-5.9703,54.5308,NIR,95SS09S1,,0,769,5
-5.9398,54.5124,NIR,95SS09S2,,0,648,4
-6.0071,54.5518,NIR,95SS10S1,,0,461,3
-6.0018,54.5580,NIR,95SS10S2,,0,831,5
-6.1301,54.5832,NIR,95SS11S2,,0,675,4
-6.0136,54.5603,NIR,95SS16S1,,0,773,5
-6.0195,54.5573,NIR,95SS16S2,,0,511,3
-6.0052,54.5356,NIR,95SS19S2,,0,452,3
-6.0260,54.5676,NIR,95SS26S1,,0,167,1
-6.0187,54.5675,NIR,95SS26S2,,0,584,4
-6.0037,54.5450,NIR,95SS27W1,,0,501,3
-6.0207,54.5511,NIR,95SS29S1,,0,96,1
-6.0258,54.5504,NIR,95SS29S2,,0,64,1
-6.2515,55.2082,NIR,95UU06W1,,0,542,4
-6.0842,55.0284,NIR,95UU09W1,,0,386,3
-6.2674,55.1959,NIR,95UU14W1,,0,143,1
-6.3262,55.1542,NIR,95UU99C1,,0,72,1
-6.5074,55.1883,NIR,95UU99C2,,0,59,1
-6.1703,55.1802,NIR,95UU99C3,,0,344,2
-6.4445,55.1980,NIR,95UU99C4,,0,84,1
-6.1241,55.0932,NIR,95UU99C5,,0,371,3
-6.3284,55.2116,NIR,95UU99C6,,0,25,1
-5.9159,54.1475,NIR,95VV01S1,,0,169,1
-5.9009,54.1117,NIR,95VV01S2,,0,66,1
-6.3531,54.1862,NIR,95VV02W1,,0,271,2
-5.9804,54.1305,NIR,95VV04W1,,0,123,1
-6.2060,54.1312,NIR,95VV05S1,,0,257,2
-6.2835,54.1350,NIR,95VV05S2,,0,393,3
-6.4322,54.1628,NIR,95VV06W1,,0,110,1
-6.2632,54.1061,NIR,95VV07S1,,0,98,1
-6.2581,54.1112,NIR,95VV07S2,,0,434,3
-6.5874,54.0985,NIR,95VV08W1,,0,1,1
-6.3550,54.1728,NIR,95VV10S1,,0,519,3
-6.3485,54.1770,NIR,95VV10S2,,0,104,1
-6.2971,54.1647,NIR,95VV11S1,,0,518,3
-6.3017,54.1878,NIR,95VV11S2,,0,289,2
-6.3753,54.1746,NIR,95VV12S1,,0,77,1
-6.2679,54.2306,NIR,95VV13S1,,0,136,1
-6.3299,54.2312,NIR,95VV13S2,,0,252,2
-6.3419,54.1603,NIR,95VV14S1,,0,284,2
-6.3493,54.1661,NIR,95VV14S2,,0,151,1
-6.3401,54.1841,NIR,95VV15S1,,0,52,1
-6.3491,54.1931,NIR,95VV15S2,,0,716,5
-6.3410,54.1290,NIR,95VV16W1,,0,102,1
-6.4106,54.1079,NIR,95VV17S1,,0,87,1
-6.4212,54.0790,NIR,95VV17S2,,0,2,1
-5.9927,54.0642,NIR,95VV18S1,,0,376,3
-6.0134,54.0750,NIR,95VV18S2,,0,445,3
-6.0168,54.0497,NIR,95VV19S1,,0,570,4
-6.0246,54.0612,NIR,95VV19S2,,0,78,1
-6.0679,54.0964,NIR,95VV20W1,,0,269,2
-6.2203,54.2122,NIR,95VV21S1,,0,144,1
-6.2058,54.1830,NIR,95VV21S2,,0,540,4
-6.1524,54.0991,NIR,95VV23W1,,0,216,2
-6.2397,54.1041,NIR,95VV24S1,,0,394,3
-6.2472,54.1039,NIR,95VV24S2,,0,152,1
-6.5186,54.0999,NIR,95VV25S1,,0,3,1
-6.4823,54.1329,NIR,95VV25S2,,0,36,1
-6.1061,54.1932,NIR,95VV26W1,,0,91,1
-6.3273,54.1641,NIR,95VV27W1,,0,334,2
-6.3244,54.1796,NIR,95VV28S1,,0,415,3
-6.3271,54.1730,NIR,95VV28S2,,0,103,1
-6.3253,54.1846,NIR,95VV30S1,,0,701,4
-6.3379,54.1916,NIR,95VV30S2,,0,491,3
-5.9064,54.6613,NIR,95WW01S1,,0,595,4
-5.9085,54.6722,NIR,95WW01S2,,0,398,3
-5.9379,54.6871,NIR,95WW04S1,,0,616,4
-5.9453,54.6877,NIR,95WW04S2,,0,774,5
-5.9723,54.6782,NIR,95WW05S1,,0,810,5
-5.9641,54.6779,NIR,95WW05S2,,0,702,4
-5.9279,54.7341,NIR,95WW06S1,,0,647,4
-5.9789,54.7679,NIR,95WW06S2,,0,719,5
-5.9979,54.7198,NIR,95WW07S1,,0,785,5
