longitude,latitude,country,id,income_mean,income_mdn,income_rtn,incquintile
-6.0990,54.6457,NIR,95AA04W1,,0,446,3
-5.7932,54.4883,NIR,95BB01S1,,0,600,4
-5.7912,54.5058,NIR,95BB01S2,,0,655,4
-5.7428,54.5823,NIR,95BB02W1,,0,287,2
-5.4977,54.5415,NIR,95BB03S1,,0,193,2
-5.5182,54.5204,NIR,95BB03S2,,0,209,2
-5.7135,54.5942,NIR,95BB04S1,,0,602,4
-5.7388,54.6073,NIR,95BB04S2,,0,631,4
-5.5951,54.5665,NIR,95BB05S1,,0,333,2
-5.5302,54.5754,NIR,95BB05S2,,0,579,4
-5.6925,54.5868,NIR,95BB06W1,,0,62,1
-5.7407,54.5494,NIR,95BB07S1,,0,260,2
-5.7157,54.5500,NIR,95BB07S2,,0,575,4
-5.7402,54.5543,NIR,95BB08S1,,0,688,4
-5.7400,54.5632,NIR,95BB08S2,,0,601,4
-5.7753,54.5608,NIR,95BB09S1,,0,407,3
-5.7718,54.5500,NIR,95BB09S2,,0,636,4
-5.5451,54.6428,NIR,95BB10S1,,0,384,3
-5.5782,54.6478,NIR,95BB10S2,,0,609,4
-5.5514,54.6341,NIR,95BB11S1,,0,203,2
-5.5346,54.6370,NIR,95BB11S2,,0,552,4
-5.6990,54.5993,NIR,95BB12S1,,0,75,1
-5.7093,54.6134,NIR,95BB12S2,,0,455,3
-5.6663,54.5826,NIR,95BB13S1,,0,150,1
-5.6801,54.5900,NIR,95BB13S2,,0,335,2
-5.6742,54.5925,NIR,95BB13S3,,0,662,4
-5.7132,54.4853,NIR,95BB14S1,,0,487,3
-5.6733,54.4708,NIR,95BB14S2,,0,620,4
-5.5204,54.4307,NIR,95BB15S1,,0,318,2
-5.5198,54.4857,NIR,95BB15S2,,0,168,1
-5.7789,54.5235,NIR,95BB16S1,,0,758,5
-5.7160,54.5211,NIR,95BB16S2,,0,483,3
-5.6630,54.5981,NIR,95BB17S1,,0,389,3
-5.6314,54.6052,NIR,95BB17S2,,0,507,3
-5.5353,54.6023,NIR,95BB18S1,,0,274,2
-5.5657,54.6160,NIR,95BB18S2,,0,343,2
-5.6801,54.5976,NIR,95BB19S1,,0,503,3
-5.6703,54.6041,NIR,95BB19S2,,0,497,3
-5.6709,54.5976,NIR,95BB19S3,,0,778,5
-5.5121,54.3798,NIR,95BB20S1,,0,412,3
-5.5423,54.3789,NIR,95BB20S2,,0,564,4
-5.4520,54.4648,NIR,95BB21S1,,0,226,2
-5.4768,54.4693,NIR,95BB21S2,,0,457,3
-5.7102,54.5678,NIR,95BB22S1,,0,229,2
-5.7036,54.5818,NIR,95BB22S2,,0,41,1
-5.6882,54.6013,NIR,95BB23S1,,0,726,5
-5.6836,54.6127,NIR,95BB23S2,,0,864,5
-6.2276,54.9798,NIR,95DD15W1,,0,626,4
-6.1096,54.8348,NIR,95DD16W1,,0,555,4
-6.1280,54.9157,NIR,95DD23W1,,0,276,2
-6.2665,55.0616,NIR,95EE01W1,,0,358,3
-6.5069,55.1269,NIR,95EE02W1,,0,297,2
-6.0115,54.3073,NIR,95FF02W1,,0,109,1
-5.9976,54.5707,NIR,95GG01S1,,0,786,5
-5.9916,54.5727,NIR,95GG01S2,,0,590,4
-5.9856,54.5747,NIR,95GG01S3,,0,439,3
-5.9638,54.6157,NIR,95GG02S1,,0,29,1
-5.9589,54.6168,NIR,95GG02S2,,0,8,1
-5.9554,54.6145,NIR,95GG02S3,,0,67,1
-5.8683,54.5934,NIR,95GG03S1,,0,813,5
-5.8710,54.5977,NIR,95GG03S2,,0,777,5
-5.8767,54.5999,NIR,95GG03S3,,0,646,4
-5.9112,54.5982,NIR,95GG04S1,,0,255,2
-5.9059,54.5976,NIR,95GG04S2,,0,474,3
-5.9001,54.5979,NIR,95GG04S3,,0,80,1
-5.9168,54.5760,NIR,95GG05S1,,0,743,5
-5.9246,54.5764,NIR,95GG05S2,,0,784,5
-5.9237,54.5798,NIR,95GG05S3,,0,251,2
-5.9715,54.6274,NIR,95GG06S1,,0,138,1
-5.9640,54.6277,NIR,95GG06S2,,0,543,4
-5.9631,54.6320,NIR,95GG06S3,,0,463,3
-5.9639,54.5892,NIR,95GG07S1,,0,674,4
-5.9620,54.5935,NIR,95GG07S2,,0,188,2
-5.9669,54.5965,NIR,95GG07S3,,0,508,3
-5.9425,54.6532,NIR,95GG08S1,,0,458,3
-5.9239,54.6466,NIR,95GG08S2,,0,101,1
-5.9322,54.6520,NIR,95GG08S3,,0,292,2
-5.8625,54.6047,NIR,95GG09S1,,0,882,5
-5.8626,54.6100,NIR,95GG09S2,,0,841,5
-5.8560,54.6178,NIR,95GG09S3,,0,637,4
-5.9625,54.5787,NIR,95GG10S1,,0,35,1
-5.9520,54.5892,NIR,95GG10S2,,0,141,1
-5.8892,54.5950,NIR,95GG11S1,,0,218,2
-5.8810,54.5937,NIR,95GG11S2,,0,644,4
-5.8859,54.5911,NIR,95GG11S3,,0,240,2
-5.9387,54.5828,NIR,95GG12S1,,0,375,3
-5.9292,54.5810,NIR,95GG12S2,,0,505,3
-5.9288,54.5842,NIR,95GG12S3,,0,481,3
-5.9333,54.5864,NIR,95GG12S4,,0,107,1
-5.9225,54.5866,NIR,95GG12S5,,0,221,2
-5.9248,54.6334,NIR,95GG13S1,,0,165,1
-5.9324,54.6389,NIR,95GG13S2,,0,607,4
-5.9258,54.6405,NIR,95GG13S3,,0,589,4
-5.9528,54.6311,NIR,95GG14S1,,0,865,5
-5.9414,54.6361,NIR,95GG14S2,,0,517,3
-5.9539,54.6423,NIR,95GG14S3,,0,885,5
-5.8552,54.5843,NIR,95GG15S1,,0,877,5
-5.8455,54.5919,NIR,95GG15S2,,0,824,5
-5.8278,54.5925,NIR,95GG15S3,,0,775,5
-5.9370,54.6232,NIR,95GG16S1,,0,196,2
-5.9408,54.6283,NIR,95GG16S2,,0,549,4
-5.9474,54.6275,NIR,95GG16S3,,0,721,5
-5.9507,54.6190,NIR,95GG17S1,,0,161,1
-5.9557,54.6233,NIR,95GG17S2,,0,725,5
-5.9643,54.6216,NIR,95GG17S3,,0,219,2
-5.9646,54.5992,NIR,95GG18S1,,0,73,1
-5.9551,54.5981,NIR,95GG18S2,,0,293,2
-5.9524,54.6060,NIR,95GG19S1,,0,34,1
-5.9510,54.6106,NIR,95GG19S2,,0,30,1
-5.9072,54.6274,NIR,95GG20S1,,0,47,1
-5.9296,54.6180,NIR,95GG20S2,,0,44,1
-5.9531,54.5935,NIR,95GG21S1,,0,211,2
-5.9459,54.5963,NIR,95GG21S2,,0,233,2
-5.9392,54.5998,NIR,95GG21S3,,0,88,1
-5.9750,54.5836,NIR,95GG22S1,,0,692,4
-5.9836,54.5800,NIR,95GG22S2,,0,753,5
-5.9876,54.5851,NIR,95GG22S3,,0,650,4
-5.9858,54.5461,NIR,95GG23S1,,0,828,5
-5.9915,54.5568,NIR,95GG23S2,,0,858,5
-5.9836,54.5548,NIR,95GG23S3,,0,787,5
-5.9334,54.6274,NIR,95GG24S1,,0,855,5
-5.9267,54.6249,NIR,95GG24S2,,0,417,3
-5.9302,54.6307,NIR,95GG24S3,,0,699,4
-5.9979,54.5826,NIR,95GG25S1,,0,424,3
-5.9965,54.5763,NIR,95GG25S2,,0,526,3
-6.0052,54.5755,NIR,95GG25S3,,0,246,2
-6.0007,54.6174,NIR,95GG26S1,,0,353,2
-5.9740,54.6143,NIR,95GG26S2,,0,191,2
-6.0230,54.5964,NIR,95GG27S1,,0,853,5
-6.0232,54.5749,NIR,95GG27S2,,0,385,3
-6.0143,54.5725,NIR,95GG27S3,,0,471,3
-6.0123,54.5763,NIR,95GG27S4,,0,500,3
-5.9905,54.6072,NIR,95GG28S1,,0,617,4
-5.9725,54.6055,NIR,95GG28S2,,0,654,4
-5.9770,54.6012,NIR,95GG28S3,,0,56,1
-5.9001,54.6094,NIR,95GG29S1,,0,404,3
-5.8869,54.5997,NIR,95GG29S2,,0,402,3
-5.8661,54.5857,NIR,95GG30S1,,0,547,4
-5.8613,54.5909,NIR,95GG30S2,,0,807,5
-5.8757,54.5905,NIR,95GG30S3,,0,776,5
-5.9970,54.5644,NIR,95GG31S1,,0,851,5
-6.0070,54.5655,NIR,95GG31S2,,0,613,4
-6.0100,54.5697,NIR,95GG31S3,,0,201,2
-5.9914,54.6363,NIR,95GG32S1,,0,223,2
-5.9768,54.6246,NIR,95GG32S2,,0,111,1
-5.9723,54.6182,NIR,95GG32S3,,0,509,3
-5.9642,54.5634,NIR,95GG33S1,,0,868,5
-5.9555,54.5668,NIR,95GG33S2,,0,840,5
-5.9530,54.5724,NIR,95GG33S3,,0,792,5
-5.9798,54.5592,NIR,95GG34S1,,0,158,1
-5.9884,54.5646,NIR,95GG34S2,,0,860,5
-5.9776,54.5675,NIR,95GG34S3,,0,870,5
-5.9312,54.6067,NIR,95GG35S1,,0,250,2
-5.9334,54.6104,NIR,95GG35S2,,0,63,1
-5.9323,54.6123,NIR,95GG35S3,,0,162,1
-5.8942,54.5859,NIR,95GG36S1,,0,696,4
-5.8868,54.5828,NIR,95GG36S2,,0,779,5
-5.8798,54.5863,NIR,95GG36S3,,0,838,5
-5.9121,54.5826,NIR,95GG37S1,,0,856,5
-5.8993,54.5820,NIR,95GG37S2,,0,770,5
-5.9055,54.5845,NIR,95GG37S3,,0,791,5
-5.9221,54.5689,NIR,95GG38S1,,0,671,4
